DATE,bz,ch,sf,sz
2018-12-05,3.86975,6.85795,13.745,0.99505
2018-12-06,3.9027,6.8816,14.125,0.9926
2018-12-07,3.8768,6.8733,14.1575,0.9914
2018-12-10,3.9298,6.9077,14.4358,0.9896
2018-12-11,3.9165,6.8968,14.3525,0.9931
2018-12-12,3.849,6.8778,14.1875,0.992
2018-12-13,3.8856,6.8798,14.185,0.9938
2018-12-14,3.897,6.905,14.38,0.997
2018-12-17,3.8922,6.8962,14.3875,0.9934
2018-12-18,3.9072,6.8939,14.3,0.993
2018-12-19,3.8737,6.8918,14.135,0.9918
2018-12-20,3.85,6.8834,14.38,0.9918
2018-12-21,3.8815,6.9048,14.46,0.9914
2018-12-24,3.8961,6.8980999999999995,14.46,0.9912
2018-12-25,3.9107,6.8914,14.46,0.991
2018-12-26,3.9253,6.8847,14.51,0.9908
2018-12-27,3.8895,6.8649,14.49,0.9902
2018-12-28,3.8711,6.8755,14.3525,0.9838
2018-12-31,3.8804,6.8755,14.3775,0.9832
2019-01-01,3.84635,6.8675999999999995,14.3775,0.9858
2019-01-02,3.8123,6.8597,14.41,0.9884
2019-01-03,3.7429,6.8708,14.3125,0.9889
2019-01-04,3.7149,6.8663,13.9625,0.9859
