DATE,0,1,2,3
2014-07-21,0.006216785320364959,0.1136732329084591,0.017464171039235588,0.2665222101841822
2014-07-22,0.0,0.10637311703360375,0.010180906883859198,0.2892741061755144
2014-07-23,0.005715431665496817,0.1013904982618774,0.0,0.2903575297941492
2014-07-24,0.005113807279655047,0.09698725376593309,0.003445845406844672,0.2903575297941492
2014-07-25,0.010829238945151864,0.09339513325608362,0.0014879786984101084,0.3017334777898153
2014-07-28,0.011430863330993635,0.08841251448435727,0.012686976270655403,0.29739978331527617
2014-07-29,0.011029780407099121,0.0803012746234062,0.015662933667475842,0.31419284940411707
2014-07-30,0.02321267422039508,0.0701042873696407,0.02968125929986698,0.3293607800650049
2014-07-31,0.0313847387947459,0.07300115874855173,0.03226564335500037,0.323943661971831
2014-08-01,0.03028176075403577,0.07949015063731135,0.03156081133996391,0.30335861321776836
2014-08-04,0.026120525418630303,0.07798377752027807,0.03101260866160227,0.31419284940411707
2014-08-05,0.03509475584077015,0.06929316338354585,0.040018795520400774,0.33261105092091015
2014-08-06,0.034292589992980904,0.06002317497103071,0.035633174093507636,0.3288190682556875
2014-08-07,0.04081018750626697,0.05921205098493676,0.037199467460255375,0.323943661971831
2014-08-08,0.04462047528326463,0.05214368482039422,0.026470357898034313,0.30444203683640314
2014-08-11,0.03359069487616573,0.04878331402085756,0.02083170177774285,0.3114842903575292
2014-08-12,0.0335405595106788,0.05422943221320953,0.021223275119429896,0.32177681473456143
2014-08-13,0.03469367291687542,0.04913093858632678,0.012843605607330222,0.32015167930660926
2014-08-14,0.03203649854607438,0.05422943221320953,0.0062651734669900705,0.3076923076923075
2014-08-15,0.03339015341421847,0.04206257242178513,0.015662933667475842,0.291440953412784
2014-08-18,0.02632106688057756,0.03684820393974508,0.017777429712585224,0.3131094257854814
2014-08-19,0.024315652261104992,0.03684820393974508,0.022084736471140953,0.32556879739978317
2014-08-20,0.023413215682342114,0.03337195828505202,0.03163912600830132,0.3401950162513536
2014-08-21,0.024315652261104992,0.046697566628041365,0.03038609131490344,0.33802816901408406
2014-08-22,0.03579665095758555,0.046697566628041365,0.031090923329939457,0.35427952329360757
2014-08-25,0.037751930211571416,0.05017381228273443,0.03163912600830132,0.35536294691224235
2014-08-26,0.032838664393863404,0.048088064889918236,0.02897642728483052,0.36782231852654323
2014-08-27,0.026270931515090634,0.03742757821552711,0.01871720573263369,0.3575297941495119
2014-08-28,0.02261104983455331,0.03661645422943227,0.022789568486177414,0.3586132177681476
2014-08-29,0.015592098666399323,0.03742757821552711,0.02310282715952705,0.37161430119176586
2014-09-01,0.01890103278852906,0.04032444959443815,0.02310282715952705,0.37757313109425716
2014-09-02,0.022209966910658796,0.0432213209733483,0.037904299475291836,0.38353196099674935
2014-09-03,0.011932216985861777,0.034878331402085294,0.02827159526979406,0.37811484290357456
2014-09-04,0.01649453524516198,0.031981460023175146,0.032187328686662964,0.4544962080173347
2014-09-05,0.01855008523012147,0.03395133256083405,0.029994517973216173,0.4431202600216686
2014-09-08,0.021457936428356472,0.03395133256083405,0.04354295559558308,0.4490790899241599
2014-09-09,0.037852200942545045,0.029548088064889733,0.06648915341843531,0.4658721560130008
2014-09-10,0.04441993382131737,0.020509849362688293,0.06680241209178495,0.4842903575297939
2014-09-11,0.04070991677529312,0.021784472769409646,0.07118803351867786,0.4664138678223182
2014-09-12,0.061716634914268376,0.027462340672074426,0.07721826298065637,0.4599133261105086
2014-09-15,0.06923693973729073,0.035689455388181024,0.07596522828725805,0.46370530877573124
2014-09-16,0.05800661786824435,0.040787949015063774,0.05826611324301045,0.44745395449620773
2014-09-17,0.06958788729569854,0.03221320973348796,0.07314590022711265,0.464788732394366
2014-09-18,0.07680737992579956,0.03395133256083405,0.08677265251781652,0.46370530877573124
2014-09-19,0.08407700792138773,0.034298957126303264,0.09084501527136024,0.4962080173347774
